artist_name,track_name,release_date,genre,lyrics
The Smiths,There Is a Light That Never Goes Out,1986,indie,take me out tonight where theres music and theres people and theyre young and alive driving in your car i never never want to go home because i havent got one anymore take me out tonight because i want to see people and i want to see lights driving in your car oh please dont drop me home because its not my home its their home and im welcome no more and if a doubledecker bus crashes into us to die by your side is such a heavenly way to die and if a ten tonne truck kills the both of us to die by your side well the pleasure the privilege is mine take me out tonight take me anywhere i dont care i dont care i dont care and in the darkened underpass i thought oh god my chance has come at last but then a strange fear gripped me and i just couldnt ask take me out tonight oh take me anywhere i dont care i dont care i dont care driving in your car i never never want to go home because i havent got one ladeedum oh i havent got one ohoh ohohoh and if a doubledecker bus crashes into us to die by your side is such a heavenly way to die and if a ten tonne truck kills the both of us to die by your side well the pleasure the privilege is mine oh there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out there is a light and it never goes out
The Smiths,This Charming Man,1983,indie,punctured bicycle on a hillside desolate will nature make a man of me yet when in this charming car this charming man why pamper lifes complexity when the leather runs smooth on the passenger seat i would go out tonight but i havent got a stitch to wear this man said its gruesome that someone so handsome should care ah a jumpedup pantry boy who never knew his place he said return the ring he knows so much about these things he knows so much about these things i would go out tonight but i havent got a stitch to wear this man said its gruesome that someone so handsome should care na nana nana nana this charming man na nana nana nana this charming man ah a jumpedup pantry boy who never knew his place he said return the ring he knows so much about these things he knows so much about these things he knows so much about these things
The Smiths,I Know It’s Over,1986,indie,oh mother i can feel the soil falling over my head and as i climb into an empty bed oh well enough said i know its over still i cling i dont know where else i can go over oh mother i can feel the soil falling over my head see the sea wants to take me the knife wants to slit me do you think you can help me sad veiled bride please be happy handsome groom give her room loud loutish lover treat her kindly though she needs you more than she loves you and i know its over still i cling i dont know where else i can go over and over and over and over over and over i know its over and it never really began but in my heart it was so real and you even spoke to me and said if youre so funny then why are you on your own tonight and if youre so clever then why are you on your own tonight if youre so very entertaining then why are you on your own tonight if youre so very goodlooking why do you sleep alone tonight i know cause tonight is just like any other night thats why youre on your own tonight with your triumphs and your charms while theyre in each others arms its so easy to laugh its so easy to hate it takes strength to be gentle and kind over over over over its so easy to laugh its so easy to hate it takes guts to be gentle and kind over over love is natural and real but not for you my love not tonight my love love is natural and real but not for such as you and i my love oh mother i can feel the soil falling over my head oh mother i can feel the soil falling over my head oh mother i can feel the soil falling over my head mother i can feel the soil falling over my head oh mother i can feel the soil falling over my head oh mother i can feel the soil falling over my head oh mother i can feel the soil falling over my head oh mother i can feel the soil falling over my head
The Smiths,Heaven Knows I’m Miserable Now,1984,indie,i was happy in the haze of a drunken hour but heaven knows im miserable now i was looking for a job and then i found a job and heaven knows im miserable now in my life why do i give valuable time to people who dont care if i live or die two lovers entwined pass me by and heaven knows im miserable now i was looking for a job and then i found a job and heaven knows im miserable now in my life oh why do i give valuable time to people who dont care if i live or i die what she asked of me at the end of the day caligula would have blushed oh youve been in the house too long she said and i naturally fled in my life why do i smile at people who id much rather kick in the eye i was happy in the haze of a drunken hour but heaven knows im miserable now oh youve been in the house too long she said and i naturally fled in my life oh why do i give valuable time to people who dont care if i live or i die
The Smiths,Bigmouth Strikes Again,1986,indie,sweetness sweetness i was only joking when i said id like to smash every tooth in your head ohoh sweetness sweetness i was only joking when i said by rights you should be bludgeoned in your bed and now i know how joan of arc felt now i know how joan of arc felt as the flames rose to her roman nose and her walkman started to melt ah bigmouth ladadadada bigmouth ladadada bigmouth strikes again and ive got no right to take my place with the human race oh oh ohoh bigmouth ladadadada bigmouth ladadada bigmouth strikes again and ive got no right to take my place with the human race and now i know how joan of arc felt now i know how joan of arc felt ohohoh as the flames rose to her roman nose and her hearing aid started to melt ah bigmouth ladadadada bigmouth ladadada bigmouth strikes again and ive got no right to take my place with the human race oh oh oh ohohoh bigmouth ohohoh haha bigmouth ladadada bigmouth strikes again and ive got no right to take my place with the human race oh oh oh ohohoh bigmouth ohohoh haha bigmouth ladadada bigmouth strikes again and ive got no right to take my place with the human race oh no no no no no bigmouth ladadadada bigmouth ladadada bigmouth strikes again and ive got no right to take my place with the human race oh oh no no no
The Smiths,How Soon Is Now?,1985,indie,i am the son and the heir of a shyness that is criminally vulgar i am the son and heir of nothing in particular you shut your mouth how can you say i go about things the wrong way i am human and i need to be loved just like everybody else does i am the son and the heir of a shyness that was criminally vulgar i am the son and heir of nothing in particular you shut your mouth how can you say i go about things the wrong way i am human and i need to be loved just like everybody else does theres a club if youd like to go you could meet somebody who really loves you so you go and you stand on your own and you leave on your own and you go home and you cry and you want to die when you say its gonna happen now well when exactly do you mean see ive already waited too long and all my hope is gone you shut your mouth how can you say i go about things the wrong way i am human and i need to be loved just like everybody else does
The Smiths,This Night Has Opened My Eyes,1984,indie,in a river the color of lead immerse the babys head wrap her up in the news of the world dump her on a doorstep girl this night has opened my eyes and i will never sleep again you kicked and cried like a bullied child a grown man of twentyfive oh he said hed cure your ills but he didnt and he never will oh save your life because youve only got one the dream has gone but the baby is real oh you did a good thing she could have been a poet or she could have been a fool oh you did a bad thing and im not happy and im not sad a shoeless child on a swing reminds you of your own again she took away your troubles oh but then again she left pain oh please save your life because youve only got one the dream has gone but the baby is real oh you did a good thing she could have been a poet or she could have been a fool oh you did a bad thing and im not happy and im not sad oh lala oh oh lala and im not happy and im not sad oh lala ohoh oh lala and im not happy and im not sad
The Smiths,"Please, Please, Please Let Me Get What I Want",1984,indie,please please please let me get what i want lyricsperhaps the smiths at their most delicate please please please let me get what i want is a minimal yet lush two minutes of almost otherworldly beauty good times for a change see the luck ive had can make a good man turn bad so please please please let me let me let me let me get what i want this time havent had a dream in a long time see the life ive had can make a good man bad so for once in my life let me get what i want lord knows it would be the first time lord knows it would be the first time
The Smiths,The Queen is Dead,1986,indie,oh take me back to dear old blighty put me on the train for london town take me anywhere drop me anywhere in liverpool leeds or birmingham but i dont care i should like to see i dont bless them farewell to this lands cheerless marshes hemmed in like a boar between archers her very lowness with her head in a sling im truly sorry but it sounds like a wonderful thing i say charles dont you ever crave to appear on the front of the daily mail dressed in your mothers bridal veil ohohohoh ohohohoh ohoh and so i checked all the registered historical facts and i was shocked into shame to discover how im the eighteenth pale descendent of some old queen or other oh has the world changed or have i changed oh has the world changed or have i changed some nine year old tough who peddles drugs i swear to god i swear i never even knew what drugs were ohohohoh ohohohoh ohoh so i broke into the palace with a sponge and a rusty spanner she said ey i know you and you cannot sing i said thats nothing you should hear me play piano we can go for a walk where its quiet and dry and talk about precious things but when you are tied to your mothers apron no one talks about castration ohohohoh ohohohoh oh we can go for a walk where its quiet and dry and talk about precious things like love and law and poverty ohohoh ohohoh these are the things that kill me we can go for a walk where its quiet and dry and talk about precious things but the rain that flattens my hair ohohoh these are the things that kill me all their lies about makeup and long hair are still there past the pub that saps your body and the church wholl snatch your money the queen is dead boys and its so lonely on a limb pass the pub that wrecks your body and the church all they want is your money the queen is dead boys and its so lonely on a limb life is very long when youre lonely life is very long when youre lonely life is very long when youre lonely life is very long when youre lonely
The Smiths,Cemetry Gates,1986,indie,a dreaded sunny day so i meet you at the cemetery gates keats and yeats are on your side a dreaded sunny day so i meet you at the cemetery gates keats and yeats are on your side while wilde is on mine so we go inside and we gravely read the stones all those people all those lives where are they now witha loves and hates and passions just like mine they were born and then they lived and then they died seems so unfair i want to cry you say ere thrice the sun done salutation to the dawn and you claim these words as your own but ive read well and ive heard them said a hundred times maybe less maybe more if you must write prose and poems the words you use should be your own dont plagiarise or take on loan cause theres always someone somewhere with a big nose who knows and who trips you up and laughs when you fall wholl trip you up and laugh when you fall you say ere long done do does did words which could only be your own and then produce the text from whence was ripped some dizzy whore a dreaded sunny day so lets go where were happy and i meet you at the cemetery gates oh keats and yeats are on your side a dreaded sunny day so lets go where were wanted and i meet you at the cemetery gates keats and yeats are on your side but you lose cause whale blubber wilde is on mmine sugar
The 1975,Somebody Else,2016,indie,so i heard you found somebody else and at first i thought it was a lie i took all my things that make sounds the rest i can do without i dont want your body but i hate to think about you with somebody else our love has gone cold youre intertwining your soul with somebody else im looking through you while youre looking through your phone and then leaving with somebody else no i dont want your body but im picturing your body with somebody else else else i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body and cmon baby i know this aint the last time that ill see your face and cmon baby i know you said youd find someone to take my place place place i just dont believe that you have got it in you cause we are just gonna keep doin it and every time i start to believe in anything youre saying im reminded that i should be gettin over it i dont want your body but i hate to think about you with somebody else our love has gone cold youre intertwining your soul with somebody else im looking through you while youre looking through your phone and then leaving with somebody else no i dont want your body but im picturing your body with somebody else else else i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body i dont want your body get someone you love get someone you need fuck that get money i cant give you my soul cause were never alone get someone you love get someone you need fuck that get money i cant give you my soul cause were never alone get someone you love get someone you need fuck that get money i cant give you my soul cause were never alone get someone you love get someone you need fuck that get money i cant give you my soul cause were never alone i dont want your body i dont want your body but i hate to think about you with somebody else i dont want your body our love has gone cold youre intertwining your soul with somebody else i dont want your body im looking through you while youre looking through your phone and then leaving with somebody else i dont want your body no i dont want your body i dont want your body but im picturing your body with somebody else i dont want your body
The 1975,Love It If We Made It,2018,indie,were fucking in a car shooting heroin saying controversial things just for the hell of it selling melanin and then suffocate the black men start with misdemeanours and well make a business out of them and we can find out the information access all the applications that are hardening positions based on miscommunication oh fuck your feelings truth is only hearsay were just left to decay modernity has failed us and id love it if we made it yes id love it if we made it yes id love it if we made it yes id love it if we made it and poison me daddy i got the jones right through my bones write it on a piece of stone a beach of drowning threeyearolds rest in peace lil peep the poetry is in the streets jesus save us modernity has failed us and id love it if we made it yes id love it if we made it yes id love it if we made it yes id love it if we made it and id love it if we made it and id love it if we made it and id love it if we made it id love it if we made it tell me something i didnt know consultation degradation fossil fueling masturbation immigration liberal kitsch kneeling on a pitch i moved on her like a bitch excited to be indicted unrequited house with seven pools thank you kanye very cool the war has been incited and guess what youre all invited and youre famous modernity has failed us and id love it if we made it and id love it if we made it and id love it if we made it tell me something i didnt know and id love it if we made it and id love it if we made it and id love it if we made it and id love it if we made it
The 1975,Robbers,2013,indie,she had a face straight out a magazine god only knows but youll never leave her her balaclava is starting to chafe and when she gets his gun hes begging babe stay stay stay stay stay ill give you one more time well give you one more fight said one more line will i know you now if you never shoot youll never know and if you never eat youll never grow you got a pretty kind of dirty face and when shes leaving your home shes begging you to stay stay stay stay stay ill give you one more time well give you one more fight said one more line therell be a riot cause i know you well now that youve got your gun its much harder now the police have come and ill shoot him if its what you ask but if you just take off your mask youd find out everythings gone wrong now everybodys dead and theyre driving past my old school and hes got his gun and hes got his suit on and she says babe you look so cool you look so cool you look so cool you look so cool one more time you look so cool one more fight you look so cool one more line cause i know you
The 1975,Sex,2012,indie,and this is how it starts take your shoes off in the back of my van yeah my shirt looks so good when its just hanging off your back and she said use your hands and my spare time we got one thing in common its this tongue of mine she said oh shes got a boyfriend anyway theres only minutes before i drop you off all we seem to do is talk about sex shes got a boyfriend anyway shes got a boyfriend anyway i loved your friend when i saw his film hes got a funny face but i like that cause he still looks cool shes got a boyfriend anyway shes got a boyfriend anyway now were on the bed in my room and im about to fill his shoes but you say no you say no does he take care of you or could i easily fill his shoes but you say no you say no now were just outside of town and youre making your way down shes got a boyfriend anyway shes got a boyfriend anyway and im not trying to stop you love if were gonna do anything we might as well just fuck shes got a boyfriend anyway shes got a boyfriend anyway got your tongue pierced anyway you in your hightops any day you in your skinny jeans anyway you and your fit friends anyway id take them all out any day they all got backcombs anyway they all got boyfriends anyway
The 1975,Chocolate,2013,indie,hey now call it a split because i know that you will ohoh you bite your friend like chocolate you said we go where nobody know with guns hidden under our petticoat no were never gonna quit it no were never gonna quit it no now we run run away from the boys in the blue oh my car smells like chocolate hey now i think about what to do i think about what to say i think about how to think pause it play it pause it play it pause it oh we go where nobody know with guns hidden under our petticoats no were never gonna quit it no were never gonna quit it no yeah were dressed in black from head to toe we got guns hidden under our petticoat no were never gonna quit it no were never gonna quit it no now youre never gonna quit it now youre never gonna quit it now youre never gonna quit it if you dont stop smoking it thats what she said she said were dressed in black head to toe with guns hidden under our petticoat mm were never gonna quit it no were never gonna quit it no hey now were building up speed as were approaching the hill oh my hair smells like chocolate hey now you say youre gonna quit it but youre never gonna quit it go get it go get it go get it go get it go and play it cool oh you said we go where nobody know with guns hidden under our petticoat no were never gonna quit it no were never gonna quit it no yeah were dressed in black from head to toe we got guns hidden under our petticoat were never gonna quit it no were never gonna quit it no well i think we better go seriously better go said the feds are here you know seriously better go oh no well i think we better go said the feds are here you know said rebecca better know seriously better go hey we go where nobody know guns hidden under our petticoat no were never gonna quit it no were never gonna quit it no yeah were dressed in black from head to toe guns hidden under our petticoat no were never gonna quit it no were never gonna quit it no no no well i think we better go seriously better go said the feds are here you know seriously better go well i think we better go said the feds are here you know said rebecca better know seriously better go
The 1975,About You,2022,indie,i know a place its somewhere i go when i need to remember your face we get married in our heads something to do while we try to recall how we met do you think i have forgotten do you think i have forgotten do you think i have forgotten about you you and i dont let go were alive dont let go with nothing to do i could lay and just look in your eyes wait dont let go and pretend dont let go oh hold on and hope that well find our way back in the end in the end do you think i hav forgotten do you think i have forgotten do you think i hav forgotten about you do you think i have forgotten do you think i have forgotten do you think i have forgotten about you and there was something about you that now i cant remember its the same damn thing that made my heart surrender and ill miss you on a train ill miss you in the mornin i never know what to think about i think about you dont let go about you dont let go do you think i have forgotten about you about you dont let go oh about you about you do you think i have forgotten about you about you dont let go
The 1975,Sincerity Is Scary,2018,indie,and irony is okay i suppose culture is to blame you try and mask your pain in the most postmodern way you lack substance when you say something like oh what a shame its just a selfreferential way that stops you having to be human im assuming youll balloon when you remove the dirty spoon and start consuming like a human thats what i am assuming im sure that youre not just another girl im sure that youre gonna say that i was sexist i feel like youre running out of all the things i liked you for why cant we be friends when we are lovers cause it always ends with us hating each other instead of calling me out you should be pulling me in ive just got one more thing to say and why would you believe you could control how youre perceived when at your best youre intermediately versed in your own feelings keep on putting off conceiving its only you that youre deceiving oh dont have a child dont cramp your style ill leave it why cant we be friends when we are lovers cause it always ends with us hating each other instead of calling me out you should be pulling me in ive just got one more thing to say im just pissed off because you pied me off after your show when you let go of my hand in front of some sket who wanted bit on your nah im just messing
The 1975,Girls,2013,indie,bite your face to spite your nose seventeen and a half years old worrying about my brother finding out wheres the fun in doing what youre told i said no oh give it a rest i could persuade you im not your typical stoned eighteenyearold give me a night ill make you i know youre looking for salvation in the secular age but girl im not your saviour wrestle to the ground god help me now cause theyre just girls breaking hearts and eyes bright uptight just girls but she cant be what you need if shes seventeen theyre just girls theyre just girls a pair of frozen hands to hold oh shes so southern so she feels the cold one moment i was tearing off your blouse now youre living in my house what happened to just messing around i said yo i think i better go i cant take you you just sit and get stoned with thirtyyearolds and you think youve made it well shouldnt you be fucking with somebody your age instead of making changes wrestle to the ground god help me now cause theyre just girls breaking hearts and eyes bright uptight just girls but she cant be what you need if shes seventeen theyre just girls theyre just girls i told her from the start destined to be hard i told her from the start ill break your heart destined to be hard break your heart i said yo i think i better go i cant take you i know youre looking for salvation in the secular age but girl im not your saviour well shouldnt you be fucking with somebody your age instead of making changes wrestle to the ground god help me now cause theyre just girls breaking hearts girls and eyes bright uptight just girls but she cant be what you need if shes seventeen theyre just girls theyre just girls cause theyre just girls breaking hearts and eyes bright uptight just girls but she cant be what you need if shes seventeen theyre just girls theyre just girls cause theyre just girls girls just girls just girls girls just girls theyre just girls girls oh girls just girls just girls
The 1975,It’s Not Living (If It’s Not With You),2018,indie,danny ran into some complications he falls asleep during conversations hes gotta search the street when hes on vacation the worst thing is that im in the same situation and all i do is sit and think about you if i knew what youd do collapse my veins wearing beautiful shoes its not living if its not with you and danny says were living in a simulation but he works in a petrol station selling petrol he says it all began with his operation and i know you think youre sly but you need some imagination and all i do is sit and think about you if i knew what youd do collapse my veins wearing beautiful shoes its not living if its not with you all i do is sit and drink without you if i choose then i lose distract my brain from the terrible news its not living if its not with you i cant stop sweating or control my feet got a twentystone monkey that i just cant beat i can stage a situation but i just cant eat and theres a feeling youre replacing embrace its true that all i do is sit and think about you if i knew what youd do collapse my veins wearing beautiful shoes its not living if its not with you all i do is sit and drink without you if i choose then i lose distract my brain from the terrible news its not living if its not with you oh and johnny got a job in a bank i think and he spent the time trying to pack in the drinks for me i feel sick and i know that ill lose but its not living if its not with you its not its not its not living if its not with you its not its not its not its not its not living if its not with you its not living if its not with you its not its not its not its not its not its not its not living if its not with you
The 1975,A Change of Heart,2016,indie,are we awake am i too old to be this stoned was it your breasts from the start they played a part for goodness sake i wasnt told youd be this cold now its my time to depart and i just had a change of heart ill quote on the road like a twat and wind my way out of the city finding a girl who is equally pretty wont be hard oh i just had a change of heart you smashed a glass into pieces and thats around the time i left and you were coming across as clever then you lit the wrong end of your cigarette you said im full of diseases your eyes were full of regret and then you took a picture of your salad and put it on the internet and she said ive been so worried about you lately you look shit and you smell a bit youre mad thinking you could ever save me not looking like that you used to have a face straight out of a magazine now you just look like anyone i just had a change of heart i feel as though i was deceived i never found love in the city i just sat in selfpity and cried in the car oh i just had a change of heart then she said ive been so worried bout you lately you were fit but youre losing it you played a part this is how it starts oh i just had a change of heart i just had a change of heart i just had a change of heart i just had a change of heart oh i just had a change of heart i just had a change of heart i just had a change of heart i just had a change of heart i just had a change of heart
